Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	ACSL1	2180	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ACSL1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACSL3	2181	bisphenol A affects the expression of ACSL3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACSL3	2181	bisphenol A results in decreased methylation of ACSL3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACSL4	2182	bisphenol A affects the expression of ACSL4 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACSL4	2182	bisphenol A results in decreased expression of ACSL4 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACSM2A	123876	bisphenol A affects the expression of ACSM2A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACSM2B	348158	bisphenol A affects the expression of ACSM2B mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACSM6	142827	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ACSM6 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACSM6	142827	bisphenol A results in decreased methylation of ACSM6 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACSS1	84532	bisphenol A affects the methylation of ACSS1 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	ACSS1	84532	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ACSS1 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACSS1	84532	bisphenol A results in decreased expression of ACSS1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACSS2	55902	bisphenol A affects the expression of ACSS2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACSS2	55902	bisphenol A results in decreased methylation of ACSS2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACSS3	79611	bisphenol A affects the expression of ACSS3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTA1	58	bisphenol A results in decreased expression of ACTA1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTA1	58	[ginger extract results in increased abundance of Oils, Volatile] inhibits the reaction [bisphenol A results in decreased expression of ACTA1 protein]	decreases^expression|decreases^reaction|increases^abundance	1	1
bisphenol A	C006780	80-05-7	ACTA2	59	bisphenol A affects the expression of ACTA2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTA2	59	bisphenol A results in decreased expression of ACTA2 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	ACTA2	59	bisphenol A results in decreased expression of ACTA2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTA2	59	bisphenol A results in increased methylation of ACTA2 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTB	60	bisphenol A affects the expression of ACTB mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTB	60	bisphenol A results in decreased expression of ACTB mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTB	60	bisphenol A results in decreased expression of ACTB protein	decreases^expression	2	1
bisphenol A	C006780	80-05-7	ACTB	60	[ginger extract results in increased abundance of Oils, Volatile] inhibits the reaction [bisphenol A results in decreased expression of ACTB protein]	decreases^expression|decreases^reaction|increases^abundance	1	1
bisphenol A	C006780	80-05-7	ACTBL2	345651	bisphenol A results in decreased expression of ACTBL2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTBL2	345651	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of ACTBL2 protein	affects^cotreatment|affects^expression|increases^abundance	1	1
bisphenol A	C006780	80-05-7	ACTBL2	345651	[Phenolsulfonphthalein deficiency co-treated with bisphenol A] results in increased expression of ACTBL2 protein	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	ACTC1	70	bisphenol A results in decreased expression of ACTC1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTG1	71	bisphenol A affects the expression of ACTG1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTG1	71	bisphenol A results in decreased expression of ACTG1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTG1P17	283693	bisphenol A results in decreased methylation of ACTG1P17 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTG2	72	bisphenol A results in decreased expression of ACTG2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTL6A	86	bisphenol A results in decreased expression of ACTL6A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTL7A	10881	bisphenol A results in increased methylation of ACTL7A gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTL7B	10880	bisphenol A results in decreased expression of ACTL7B mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTN1	87	bisphenol A results in decreased expression of ACTN1 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTN1	87	[ginger extract results in increased abundance of Oils, Volatile] inhibits the reaction [bisphenol A results in decreased expression of ACTN1 protein]	decreases^expression|decreases^reaction|increases^abundance	1	1
bisphenol A	C006780	80-05-7	ACTN1	87	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ACTN1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTN2	88	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ACTN2 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTN3	89	bisphenol A results in increased methylation of ACTN3 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTN3	89	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of ACTN3 protein	affects^cotreatment|affects^expression|increases^abundance	1	1
bisphenol A	C006780	80-05-7	ACTN4	81	bisphenol A affects the expression of ACTN4 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTN4	81	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ACTN4 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTN4	81	bisphenol A results in decreased methylation of ACTN4 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTR1B	10120	bisphenol A results in decreased expression of ACTR1B protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTR2	10097	bisphenol A results in decreased expression of ACTR2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTR3	10096	bisphenol A affects the expression of ACTR3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACTR3	10096	bisphenol A affects the localization of ACTR3 protein	affects^localization	1	1
bisphenol A	C006780	80-05-7	ACTR3	10096	bisphenol A results in decreased expression of ACTR3 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTR3	10096	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ACTR3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACTR3B	57180	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ACTR3B gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTR3B	57180	bisphenol A results in decreased methylation of ACTR3B gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTR6	64431	bisphenol A results in decreased methylation of ACTR6 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACTRT2	140625	bisphenol A results in decreased expression of ACTRT2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACVR1	90	bisphenol A affects the expression of ACVR1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACVR1	90	bisphenol A results in increased expression of ACVR1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ACVR1	90	bisphenol A results in increased methylation of ACVR1 promoter	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACVR1C	130399	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ACVR1C mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	ACVR2A	92	bisphenol A results in decreased expression of ACVR2A mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	ACVR2A	92	bisphenol A results in increased methylation of ACVR2A gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ACVRL1	94	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ACVRL1 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	ACY1	95	bisphenol A affects the expression of ACY1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ACY3	91703	bisphenol A results in decreased methylation of ACY3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ACYP2	98	bisphenol A results in increased methylation of ACYP2 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADA	100	bisphenol A results in decreased methylation of ADA gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAD2	161931	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ADAD2 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAD2	161931	bisphenol A results in decreased methylation of ADAD2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM10	102	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAM10 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM15	8751	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ADAM15 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAM17	6868	bisphenol A affects the expression of ADAM17 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ADAM17	6868	bisphenol A analog results in increased expression of ADAM17 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAM17	6868	bisphenol A results in decreased expression of ADAM17 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAM19	8728	bisphenol A results in decreased expression of ADAM19 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAM21	8747	bisphenol A results in decreased methylation of ADAM21 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM23	8745	bisphenol A results in increased methylation of ADAM23 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM5	255926	bisphenol A results in decreased methylation of ADAM5 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM7	8756	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAM7 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM8	101	bisphenol A results in decreased methylation of ADAM8 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAM9	8754	bisphenol A affects the expression of ADAM9 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	ADAMDEC1	27299	bisphenol A results in decreased methylation of ADAMDEC1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS1	9510	bisphenol A results in increased expression of ADAMTS1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS12	81792	bisphenol A results in increased methylation of ADAMTS12 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS14	140766	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAMTS14 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS15	170689	bisphenol A results in increased expression of ADAMTS15 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS16	170690	bisphenol A results in decreased methylation of ADAMTS16 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS17	170691	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ADAMTS17 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS17	170691	bisphenol A results in decreased methylation of ADAMTS17 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS18	170692	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ADAMTS18 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS19	171019	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAMTS19 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS2	9509	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ADAMTS2 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS2	9509	bisphenol A results in decreased methylation of ADAMTS2 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS3	9508	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAMTS3 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS3	9508	bisphenol A results in increased methylation of ADAMTS3 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS4	9507	bisphenol A results in increased expression of ADAMTS4 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS5	11096	bisphenol A affects the methylation of ADAMTS5 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS5	11096	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of ADAMTS5 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS6	11174	bisphenol A results in decreased expression of ADAMTS6 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS8	11095	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAMTS8 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS8	11095	bisphenol A results in decreased methylation of ADAMTS8 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTS9	56999	bisphenol A results in increased expression of ADAMTS9 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS9	56999	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ADAMTS9 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTS9-AS2	100507098	bisphenol A results in decreased expression of ADAMTS9-AS2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAMTSL1	92949	[bisphenol A co-treated with Fulvestrant] results in increased methylation of ADAMTSL1 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTSL1	92949	bisphenol A results in increased methylation of ADAMTSL1 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAMTSL5	339366	bisphenol A results in decreased expression of ADAMTSL5 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAP1	11033	bisphenol A results in decreased methylation of ADAP1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	ADAP2	55803	bisphenol A results in decreased expression of ADAP2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAR	103	bisphenol A results in decreased expression of ADAR protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	ADAR	103	bisphenol A results in increased expression of ADAR mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	ADARB1	104	bisphenol A results in decreased expression of ADARB1 mRNA	decreases^expression	3	1
bisphenol A	C006780	80-05-7	ADARB1	104	bisphenol A results in increased methylation of ADARB1 gene	increases^methylation	1	1
